id	name	ancestors	
k5nItVNBVdU	Trung tâm Pháp Y 	Việt Nam/Đồng Tháp	
K6cUAkOcBwJ	Phòng khám ĐK Việt Hương	Việt Nam/Đồng Nai	
K7qgEqTsCao	Bệnh viện đa khoa tỉnh Quảng Trị	Việt Nam/Quảng Trị	
k7u7qE0vrp5	Huyện Nho Quan	Việt Nam/Ninh Bình	
k7YeiSv89eR	BVĐK Hoàn Hảo - Dĩ An	Việt Nam/Bình Dương	
K89JiOeVHok	PKĐK Bình Dân (Dương Kinh)	Việt Nam/Hải Phòng	
kb7Co7Sc9Bm	Huyện Sông Mã	Việt Nam/Sơn La	
kBcNp4qGc7y	Trung tâm Pháp Y	Việt Nam/Phú Thọ	
kBQcnBsC1sN	Bệnh viện CK Mỹ Thiện	Việt Nam/Hồ Chí Minh	
KBzmSPLQmnQ	Bệnh viện Phục hồi chức năng	Việt Nam/Đồng Tháp	
kC9V4YapIyz	Trung tâm phòng chống AIDS (Sáp nhập 2020)	Việt Nam/Bà Rịa - Vũng Tàu	
kcRkl7vzT1U	Bệnh viện tư nhân Đa khoa Tân Tạo	Việt Nam/Long An	
KcuS8P5qAQa	Trung tâm Y tế dự phòng tỉnh (Sáp nhập 2020)	Việt Nam/Thái Bình	
KDbI5ZLKM7b	Bệnh viện Chuyên khoa Tâm thần và Da liễu tỉnh Hậu Giang	Việt Nam/Hậu Giang	
KdpIPDE3k46	Huyện Cẩm Khê	Việt Nam/Phú Thọ	
kER2Ustd7f6	Huyện Hồng Dân	Việt Nam/Bạc Liêu	
kf0nRPKKnml	Bệnh viện ĐK Khu vực Nam Bình Thuận	Việt Nam/Bình Thuận	
KffCS9Gntch	Huyện Hà Trung	Việt Nam/Thanh Hóa	
KGNWXPou6hs	Trung tâm Kiểm soát bệnh tật	Việt Nam/Bắc Kạn	
KGy36X8D5rF	Huyện Na Hang	Việt Nam/Tuyên Quang	
KhEbpFbzBWZ	Bệnh viện Đa khoa quốc tế Vinmec Hạ Long	Việt Nam/Quảng Ninh	
khILD1S2d81	Cục ATTP	Việt Nam/Các đơn vị thuộc Bộ	
kHT8UhZMAhQ	Bệnh viện Đa khoa Trung ương Huế	Việt Nam/Các đơn vị trực thuộc Bộ	
KIh5KG3dsi5	Phòng khám ĐK Hoàng Anh Đức	Việt Nam/Đồng Nai	
kIHiFvKl6r6	Bệnh viện Công ty Cao Su Đồng Phú	Việt Nam/Bình Phước	
kIY86yM7JhQ	Bệnh viện đa khoa Xuyên Á	Việt Nam/Vĩnh Long	
kJAgP6urcgh	Trung tâm giám định pháp y	Việt Nam/Hải Phòng	
kjcP3BeROCu	Bệnh viện  Đa khoa Khu vực Bồng Sơn	Việt Nam/Bình Định	
Kjiwek1omwN	Bệnh viện Đa khoa khu vực Ngọc Hồi 	Việt Nam/Kon Tum	
KjXw3LTvpo0	Bệnh viện đa khoa Tâm trí Đà Nẵng	Việt Nam/Đà Nẵng	
kK1TTph1vWh	Bệnh viện đa khoa tỉnh 	Việt Nam/Bình Dương	
Kkn0qtGMhVa	Công ty cổ phần Dệt may Huế	Việt Nam/Thừa Thiên Huế	
klAvHHF3jSC	Sở Y tế	Việt Nam/Tiền Giang	
klkwlro4AtU	Bệnh viện Đa khoa Sông Thương	Việt Nam/Bắc Giang	
KmAlcaYAsAI	Bệnh viện Gaya Việt Hàn	Việt Nam/Hồ Chí Minh	
KMcAyzBDKRg	Huyện Núi Thành	Việt Nam/Quảng Nam	
KmDAEbC6yHg	Huyện Tri Tôn	Việt Nam/An Giang	
kMDJ9g2N5cs	Huyện Vĩnh Lộc	Việt Nam/Thanh Hóa	
KMjl4RyTrBK	Bệnh viện PHCN	Việt Nam/Lâm Đồng	
KMktqSqYS62	Trung tâm Kiểm nghiệm Dược phẩm, Mỹ phẩm	Việt Nam/Nghệ An	
KMRcgeplZcw	Sở Y tế tỉnh Bình Phước	Việt Nam/Bình Phước	
kN60d32AJ86	Huyện Tuy Đức	Việt Nam/Đắk Nông	
KNd9fF7ChFt	Bệnh viện đa khoa khu vực Ngọc Lặc	Việt Nam/Thanh Hóa	
KNGfVd8OTra	Bệnh viện đa khoa Đức Giang	Việt Nam/Hà Nội	
kNmR5Kzel4S	Huyện Phú Lương	Việt Nam/Thái Nguyên	
KNom1fLo6Dn	Thành Phố Đồng Hới	Việt Nam/Quảng Bình	
KNuWbuModfR	Bệnh viện Tâm Thần	Việt Nam/Phú Thọ	
KNVluXCGSxw	Bệnh viện trường ĐHYD Huế	Việt Nam/Thừa Thiên Huế	
KoCkrAoTVk3	Thị xã An Khê	Việt Nam/Gia Lai	
koEWtvJNjhY	Trường Trung cấp Y tế	Việt Nam/Bến Tre	
KoGFYLp7f3J	Sở Y tế	Việt Nam/Hưng Yên	
KOjlLLCtJV7	Trung tâm Kiểm nghiệm Thuốc - Dược - Mỹ phẩm (Sáp nhập 2020)	Việt Nam/Tây Ninh	
kOlXiIZmu89	Huyện Vị Thuỷ	Việt Nam/Hậu Giang	
KOSTCSCvhB6	Phòng khám ĐK Tâm Anh	Việt Nam/Đồng Nai	
koWQk1j2tsk	Huyện Mang Thít	Việt Nam/Vĩnh Long	
Kq3ioCS9wpr	Huyện Ân Thi	Việt Nam/Hưng Yên	
KQ3qtYGGEn4	Huyện Đồng Xuân	Việt Nam/Phú Yên	
KqCxJkR6s9J	Huyện Lý Sơn	Việt Nam/Quảng Ngãi	
kQDbCygepe2	Huyện Phong Thổ	Việt Nam/Lai Châu	
kQJnWwok3NF	Bệnh viện Đa khoa thành phố Cần Thơ	Việt Nam/Cần Thơ	
kqSIo2z2oQY	Huyện Buôn Đôn	Việt Nam/Đắk Lắk	
KqVzqIkXxzI	Quận Tân Bình	Việt Nam/Hồ Chí Minh	
KR8OUh30bth	Quận 11	Việt Nam/Hồ Chí Minh	
kRmzbCtHeg7	Huyện Càng Long	Việt Nam/Trà Vinh	
KRoD6arJytK	Huyện Yên Mô	Việt Nam/Ninh Bình	
kRWxAXYpgRI	Bệnh viện Mắt 	Việt Nam/Nam Định	
KSC3MHucNUx	Trung tâm Y tế dự phòng (Sáp nhập 2020)	Việt Nam/Phú Yên	
ksrhfnXKUwN	Phòng Quản lý sức khỏe cán bộ	Việt Nam/Quảng Trị	
ksTupQiDpXZ	Bệnh viện đa khoa tỉnh	Việt Nam/Quảng Ninh	
ksVoBczq6OD	Bệnh viện đa khoa Thống Nhất	Việt Nam/Đồng Nai	
KtEmNfSS0sZ	Bệnh viện Sài Gòn – ITO Phú Nhuận	Việt Nam/Hồ Chí Minh	
kTfxP4gGLkH	Bệnh viện Tâm Thần	Việt Nam/Bắc Giang	
KTn95XnYNCu	Bệnh viện K	Việt Nam/Các đơn vị trực thuộc Bộ	
KtusYajy9jG	Bệnh viện Nội tiết	Việt Nam/Nghệ An	
KU7QobLMiTB	Bệnh viện Y học cổ truyền - PHCN	Việt Nam/Khánh Hòa	
kuhOJUVDy2n	Phòng Khám Đa Khoa Hà Nội - Thái Nguyên	Việt Nam/Thái Nguyên	
KUSpg5IDoDQ	Bệnh viện PTTM RHM World Wide	Việt Nam/Hồ Chí Minh	
KutzO8631mR	Bệnh viện Hàm Rồng	Việt Nam/Thanh Hóa	
kv5Gm5EVvTr	Huyện Cái Bè	Việt Nam/Tiền Giang	
kVgHGxwAohc	Phòng khám ĐK Liên Chi	Việt Nam/Đồng Nai	
kvom0vb8s0n	Huyện Kim Thành	Việt Nam/Hải Dương	
KVur0RHGayQ	Trung tâm phòng chống BXH	Việt Nam/Lâm Đồng	
KVZJxmrM8nd	Bệnh viện Phổi Nghệ An	Việt Nam/Nghệ An	
KWiXPq3XQGV	Bệnh viện nhi 	Việt Nam/Thanh Hóa	
kX73rMBBgPv	Bệnh viện Đức Khang	Việt Nam/Hồ Chí Minh	
KXTik99TA4k	Sở Y tế	Việt Nam/Khánh Hòa	
KY0bSDwtvRY	Trung tâm Kiểm nghiệm thuốc mỹ phẩm, thực phẩm	Việt Nam/Thái Bình	
kZyDyG7VmvC	Huyện Đắk R'Lấp	Việt Nam/Đắk Nông	
l0uJLzg7MoP	Trung tâm Giám định y khoa - Pháp y	Việt Nam/Ninh Thuận	
l0w23b9GekY	Trung tâm Giám định y khoa	Việt Nam/Đắk Nông	
l2xhm3bYqHx	Cục PC HIV/AIDS	Việt Nam/Các đơn vị thuộc Bộ	
L3pfvnbemWJ	Khu điều trị Phong	Việt Nam/Yên Bái	
L3t8ZK4n7Qi	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Nam Định	
l41rBjAzsFy	Bệnh viện Sản nhi 	Việt Nam/Kiên Giang	
L44jIkj1n9s	Huyện Tân Kỳ	Việt Nam/Nghệ An	
l4D5RjoF0mr	Thành phố Bắc Giang	Việt Nam/Bắc Giang	
l5RwiJ6K1HV	Huyện Phú Lộc	Việt Nam/Thừa Thiên Huế	
l5Xa0rNbRCi	Bệnh viện Mắt Quốc tế Việt Nga	Việt Nam/Hồ Chí Minh	
L7sBrV0KXrp	Bệnh viện Da liễu	Việt Nam/Hồ Chí Minh	
l897u8zEvJd	Phòng khám ĐK Công ty TNHH Dịch vụ Y tế Tam Phước 	Việt Nam/Đồng Nai	
l8gY1Np0WcQ	Bệnh viện Nội tiết	Việt Nam/Bắc Giang	
L8HaGy7wijt	Huyện Tương Dương	Việt Nam/Nghệ An	
L8mjTdV5U2s	Bệnh viện Thống Nhất	Việt Nam/Các đơn vị trực thuộc Bộ	
l9DVgmrUacw	Trường Đại học Y Dược Huế	Việt Nam/Thừa Thiên Huế	
L9WOmKDMSIZ	Trung tâm Y tế Dự phòng tỉnh (Sáp nhập 2020)	Việt Nam/Nghệ An	
Laj5kBgHe0r	Trung tâm Giám định y khoa	Việt Nam/Quảng Nam	
lAZNlb7OsCQ	Bệnh Viện Đa Khoa Yên Bình	Việt Nam/Thái Nguyên	
LCEHbyN32fo	Trung tâm Kiểm soát bệnh tật (CDC)	Việt Nam/Sơn La	
LdMrOA6j3YU	Trung tâm Giám định Y khoa	Việt Nam/Yên Bái	
LdNUslgeSsG	Bệnh viện Đa khoa Quốc tế Hải Phòng	Việt Nam/Hải Phòng	
lDWFrZ6eg4a	Trung tâm Y tế dự phòng (Sáp nhập 2020)	Việt Nam/Bình Dương	
lf80W1oEDch	Bệnh viện Nhi 	Việt Nam/Thái Bình	
lfa2CxcDxbE	Trung Tâm KN Thuốc, Mỹ Phẩm, Thực Phẩm	Việt Nam/Quảng Nam	
LFpIWovwysE	Bệnh viện phục hồi chức năng (Sáp nhập 2019)	Việt Nam/Bình Định	
LgcbAimJ0ox	Trung tâm Giám định pháp y	Việt Nam/Bà Rịa - Vũng Tàu	
LghSgB0yEF4	Trung tâm Kiểm soát bệnh tật	Việt Nam/Thái Nguyên	
LGVgluB8O6m	Phòng khám ĐK TTYT Môi trường Lao Động Công Thương	Việt Nam/Đồng Nai	
Lh1uIGn4fGJ	Bệnh viện đa khoa Thanh Vũ Medic Bạc Liêu	Việt Nam/Bạc Liêu	
LHMzskAU3R2	Bệnh viện Medic Cà Mau	Việt Nam/Cà Mau	
lHxj57qfFeU	Bệnh viện Y học cổ truyền LANQ	Việt Nam/Bắc Giang	
LHxzLpn6Okm	Trung tâm Phòng chống HIV/AIDS(Sáp nhập 2020)	Việt Nam/Tây Ninh	
LIj0INBaVS4	Trường Đại học Kỹ thuật y tế Hải Dương	Việt Nam/Các đơn vị trực thuộc Bộ	
liTNkWYc3aJ	Trường Trung cấp Y tế (giải thể 2020)	Việt Nam/Cao Bằng	
LIXFXI6mwzT	Bệnh viện Giao thông và Vận tải	Việt Nam/Thừa Thiên Huế	
lJ83XsemBAZ	Huyện Chư Pưh	Việt Nam/Gia Lai	
ljVgyOstVMJ	Quận 3	Việt Nam/Hồ Chí Minh	
LJvQ0TEPBd7	Huyện Phú Xuyên	Việt Nam/Hà Nội	
LJx8UYwBngi	Bệnh viện Bãi Cháy	Việt Nam/Quảng Ninh	
LkywVkznMyK	Bệnh viện Đa khoa Đồng Tháp	Việt Nam/Đồng Tháp	
LKZqnywf3Hb	Bệnh viện Đa khoa 	Việt Nam/Bạc Liêu	
Ll9LXtB8pCt	Bệnh viện Y học cổ truyền	Việt Nam/Bắc Giang	
lL9rJAZZpUP	Huyện Tân Phú	Việt Nam/Đồng Nai	
LlDCMoaiUwf	Thành phố Việt Trì	Việt Nam/Phú Thọ	
LlF43wkBkkQ	Bệnh viện Công an tỉnh Cà Mau	Việt Nam/Cà Mau	
lm7ecBSl6t8	Huyện Ba Tri	Việt Nam/Bến Tre	
lMkCwsqFrwo	Sở Y tế	Việt Nam/Đắk Lắk	
LmZq1vaVx7Y	Huyện Cẩm Thủy	Việt Nam/Thanh Hóa	
lNd2kuEYypm	Huyện Lạc Dương	Việt Nam/Lâm Đồng	
LnJnZPHzZoB	Huyện Côn Đảo	Việt Nam/Bà Rịa - Vũng Tàu	
LNSh7AfGwtT	Bệnh viện Phổi	Việt Nam/Hà Giang	
Lo7EeA71lZS	Trung tâm Kiểm soát bệnh tật	Việt Nam/Hòa Bình	
Lp3kEegS0Ch	Trung tâm Kiểm dịch y tế quốc tế	Việt Nam/Hải Phòng	
lPgwglmEnGC	Bệnh viện đa khoa Phố Nối	Việt Nam/Hưng Yên	
lpzxjcMXawu	Bệnh viện chuyên khoa Tâm thần Bạc Liêu	Việt Nam/Bạc Liêu	
lQ35mXAYNdI	Bệnh viện Y Dược cổ truyền 	Việt Nam/Kiên Giang	
lqky7E1iTyS	Bệnh viện Phụ sản Hà Nội	Việt Nam/Hà Nội	
LqlgdYbrHw9	Quận 8	Việt Nam/Hồ Chí Minh	
LqspdEAWnWq	Bệnh viện Răng Hàm Mặt	Việt Nam/Hồ Chí Minh	
LRDCDwGw6eC	Huyện Thạnh Phú	Việt Nam/Bến Tre	
lrNiQ10hWoF	Chi cục An toàn Vệ sinh thực phẩm	Việt Nam/Phú Yên	
lsFW32TPc4y	Huyện Vân Đồn	Việt Nam/Quảng Ninh	
LssVNia5yOx	Thành phố Sơn La	Việt Nam/Sơn La	
LUE8rtFBkws	Bệnh viện đa khoa tỉnh Lào Cai	Việt Nam/Lào Cai	
LUMUVcKweZs	Trung tâm Cấp cứu 115	Việt Nam/Quảng Nam	
lUuGEhagbZr	Bệnh viện trường Đại học Y - Dược	Việt Nam/Thái Nguyên	
luvBgUHlnRz	Trung tâm Giám định Y khoa	Việt Nam/Đắk Lắk	
LUxTvwsMURl	Phòng khám ĐK 33 Kỳ Đồng	Việt Nam/Hải Phòng	
lV4xtmtCb9v	Huyện Nậm Pồ	Việt Nam/Điện Biên	
LW1cIbJIqMp	Trung tâm Kiểm soát bệnh tật	Việt Nam/Nam Định	
LwZUovutSSv	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Bình Thuận	
lxmA0gJDU2h	Trung tâm Pháp y	Việt Nam/Bến Tre	
LZhEgo5Z5Ga	Trung tâm Kiểm soát bệnh tật	Việt Nam/Bến Tre	
LzU9qg8Pmew	Viện Sốt rét - Ký sinh trùng - Côn trùng TW	Việt Nam/Các đơn vị trực thuộc Bộ	
M1jfaJjgefd	Trung tâm Kiểm nghiệm	Việt Nam/Đà Nẵng	
M2OZS6Kos9q	Sài Gòn ITO Phú Nhuận	Việt Nam/Hồ Chí Minh	
M3DrKyhurVN	Bệnh viện YHCT - Phục hồi chức năng	Việt Nam/Bình Thuận	
m4AiuzO3vUb	Trung tâm Giám định Pháp y Tâm thần	Việt Nam/Nghệ An	
M4OiXq87ulZ	Bệnh viện Đa khoa tỉnh	Việt Nam/Bình Thuận	
M5ctDU6tZhu	Bệnh viện YHCT Phạm Ngọc Thạch	Việt Nam/Lâm Đồng	
M5N9jvQyldB	Huyện Bố Trạch	Việt Nam/Quảng Bình	
M5Ud1TV9SVa	Sở Y tế Cần Thơ	Việt Nam/Cần Thơ	
M5zRgEDJn1G	Sở Y tế tỉnh Điện Biên	Việt Nam/Điện Biên	
m68wUclRgnT	Sở Y tế tỉnh Nam Định	Việt Nam/Nam Định	
m8NkPObICIe	Chi cục ATVSTP (Sáp nhập 2020)	Việt Nam/Tây Ninh	
m9EM1zVsV6D	Huyện Bắc Hà	Việt Nam/Lào Cai	
MabiP7CLMZi	Chi cục Dân số - Kế hoạch hóa gia đình 	Việt Nam/Kon Tum	
MaPqOQ9xX86	Trung tâm Giám định Y khoa	Việt Nam/Cần Thơ	
MASAuOCDJKm	Bệnh viện Nguyễn Tri Phương	Việt Nam/Hồ Chí Minh	
Mb7Cx20wRYB	Huyện Thanh Trì	Việt Nam/Hà Nội	
mbN7yyEKK8V	Khu điều trị Phong	Việt Nam/Lâm Đồng	
MbnC1S9Yye3	Bệnh viện Đa khoa Thái An	Việt Nam/Nghệ An	
mbYKoqmKGzo	Chi cục ATVSTP	Việt Nam/Bắc Kạn	
McbBp9XJ536	Bệnh viện Bệnh Nhiệt đới Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
MDJHSakz2TG	Huyện Thuận Thành	Việt Nam/Bắc Ninh	
MDkfV4jpsCu	Bệnh viện Phụ Sản An Đức	Việt Nam/Thái Bình	
MDtTwGp0vAD	Trung tâm Pháp Y (Sáp nhập 2020)	Việt Nam/Hòa Bình	
mESaWEtZFFD	Huyện Tây Sơn	Việt Nam/Bình Định	
MF4XRKtNYtF	Chi cục DS-KHHGĐ	Việt Nam/Hà Nam	
mGaoiubip7J	Huyện Yên Thủy	Việt Nam/Hòa Bình	
Mgas8rRJJ3C	Bệnh viện Mắt - Sài Gòn - Nha Trang	Việt Nam/Khánh Hòa	
MgAs9EkRqOA	Thành phố Bạc Liêu	Việt Nam/Bạc Liêu	
MgnLb1zb6Yn	Huyện Quang Bình	Việt Nam/Hà Giang	
MGtIeqJfePY	Bệnh viện đa khoa Hòe Nhai	Việt Nam/Hà Nội	
MgYWmGdy9DZ	Trung tâm Phục hồi chức năng - GDTEKT	Việt Nam/Khánh Hòa	
mHaF4BxHEkm	Huyện Cờ Đỏ	Việt Nam/Cần Thơ	
mHGSDAzF3nu	Phòng khám đa khoa 102 Phạm Văn Đồng	Việt Nam/Thừa Thiên Huế	
MhSJ0VZGzzF	Huyện Vĩnh Linh	Việt Nam/Quảng Trị	
mhw8gNfo9e6	Huyện Ninh Giang	Việt Nam/Hải Dương	
mIz6RGG6qFb	Bệnh viện Chấn thương chỉnh hình	Việt Nam/Nghệ An	
MJH1ut1Cwvz	Trung tâm Pháp y	Việt Nam/Thái Bình	
mK8jppYXTPa	Bệnh viện Y dược cổ truyền	Việt Nam/Hưng Yên	
MkuAJFJcNGe	Huyện Tân Trụ	Việt Nam/Long An	
mLaEeN91lun	Thành phố Phan Thiết	Việt Nam/Bình Thuận	
MLo2HUxMhT7	Cục QL YDCT	Việt Nam/Các đơn vị thuộc Bộ	
mlz3bkQqlSV	Huyện Phù Mỹ	Việt Nam/Bình Định	
MmEK6lHPPM2	Huyện Bắc Mê	Việt Nam/Hà Giang	
mmv2cw1Kzgc	Quận Thanh Xuân	Việt Nam/Hà Nội	
MmZhSQ2GYEj	Huyện Duy Xuyên	Việt Nam/Quảng Nam	
MnkPmjrC2W3	Huyện Gia Bình	Việt Nam/Bắc Ninh	
mO4k2LdWbRX	Bệnh viện Đa khoa tư nhân Lê Ngọc Tùng	Việt Nam/Tây Ninh	
mOgfm5UwRWq	Huyện Đình Lập	Việt Nam/Lạng Sơn	
mogL2cYIdkp	Huyện U Minh	Việt Nam/Cà Mau	
MOkwbdp4uaS	Bệnh viện Sản - Nhi	Việt Nam/Bắc Giang	
moxip9dJOC3	Trung tâm vận chuyển cấp cứu 115	Việt Nam/Hải Phòng	
Mp6xcuZkz69	Huyện Đức Cơ	Việt Nam/Gia Lai	
MpMm3HgRpZB	Huyện Đức Trọng	Việt Nam/Lâm Đồng	
mpPA32Q9kwD	BV Đa khoa Quang Khởi	Việt Nam/Nghệ An	
Mpu5eY68Ymb	Ban quân y tỉnh đội	Việt Nam/Bình Dương	
mQ8T5iqL14n	Công ty cổ phần dược phẩm Bến Tre	Việt Nam/Bến Tre	
mqdvbFntTkr	Trung tâm KN Dược - Mỹ phẩm	Việt Nam/Bắc Kạn	
mqpVI14vpAT	Quận Hai Bà Trưng	Việt Nam/Hà Nội	
MqwGvSfGLS3	Bệnh viện Nhi Đồng	Việt Nam/Đồng Nai	
MQzhfR4D981	Phòng khám ĐK Công Minh	Việt Nam/Đồng Nai	
MR1inOAbgZV	Bệnh viện Nhi 	Việt Nam/Nam Định	
mr8YQk91IZY	Bệnh viện Đa khoa Xanh Pôn	Việt Nam/Hà Nội	
mtfV7A7Rn66	Huyện Châu Thành	Việt Nam/Kiên Giang	
MTuQvkZl9U3	Huyện Hạ Hoà	Việt Nam/Phú Thọ	
Mv8RqWycN7y	Phòng khám ĐK Bành Thị Kim Linh	Việt Nam/Đồng Nai	
mXdhjv9lKZW	BV Đa khoa Bảo Sơn	Việt Nam/Nghệ An	
MXk1n7DHIjy	Thành phố Pleiku	Việt Nam/Gia Lai	
mXWW3BTCz8o	Phòng khám ĐK Phước Thiền	Việt Nam/Đồng Nai	
My1migKZIGR	Chi cục DS KHHGĐ (Sáp nhập 2020)	Việt Nam/Tây Ninh	
My2uiemvxV8	Quận Kiến An	Việt Nam/Hải Phòng	
myqm33Dyso8	Thị xã Kiến Tường	Việt Nam/Long An	
mzt6j6tnWLk	Bệnh viện Phụ Sản	Việt Nam/Tiền Giang	
MzTN1tP0623	Thị xã Quảng Trị	Việt Nam/Quảng Trị	
MZxbpuHV9Xq	Bệnh viện quốc tế Thái Hòa Hồng Ngự	Việt Nam/Đồng Tháp	
n0nH0O9WEuS	Sở Y tế	Việt Nam/Sơn La	
N0TDplFPHg4	Bệnh viện đa khoa Hoàng Viết Thắng	Việt Nam/Thừa Thiên Huế	
n1JyNGxlqHC	Phòng khám ĐK Ái Nghĩa Đồng Khởi	Việt Nam/Đồng Nai	
n200rPiBxbn	Thị xã An Nhơn	Việt Nam/Bình Định	
N3mwHgOD5qJ	Thị xã Cửa Lò	Việt Nam/Nghệ An	
N3pRdA4zm42	Bệnh viện YHCT -PHCN	Việt Nam/Bình Định	
N3u6dTKgE2n	Bệnh viện Phổi	Việt Nam/Hưng Yên	
N3wiZwuWtLI	Bệnh viện PHCN	Việt Nam/Hà Nội	
n4eTO1sutQe	Thị xã Hoài Nhơn	Việt Nam/Bình Định	
n4NOnsj6Jky	Trung tâm Pháp y Tâm thần Khu vực Miền Trung	Việt Nam/Các đơn vị trực thuộc Bộ	
n4VieHC1f8v	Chi cục An toàn Vệ sinh thực phẩm	Việt Nam/Nghệ An	
N5OhWKNgzzj	Bệnh viện Đa khoa Hậu Giang	Việt Nam/Hậu Giang	
N5yiQMd0kJa	Huyện Thái Thụy	Việt Nam/Thái Bình	
N8GgFSAQ47M	Phòng khám ĐK Tâm Bình An Phú Hữu	Việt Nam/Đồng Nai	
n8jIY1BCfwu	Huyện Châu Thành	Việt Nam/Long An	
N8K69DCj4cg	Thành phố Yên Bái	Việt Nam/Yên Bái	
N8ZoXtTpgfZ	Bệnh viện Quốc tế Đồng Nai	Việt Nam/Đồng Nai	
naM9t29uQoi	Chi cục An toàn Vệ sinh thực phẩm	Việt Nam/Khánh Hòa	
NAyVRF3Wkgy	Trường Trung cấp Y tế Bắc Giang (Sáp nhập 2020)	Việt Nam/Bắc Giang	
nBewhFwF4M7	Bệnh viện Phổi	Việt Nam/Đà Nẵng	
nBPfJIfk5wM	Vụ TT&TĐKT	Việt Nam/Các đơn vị thuộc Bộ	
NckXWUVNTgO	Bệnh viện Da liễu Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
NdDc8cSmQQQ	Bệnh viện 71 Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
NdqhO3cILtJ	Phòng khám ĐK Y Đức Trị An	Việt Nam/Đồng Nai	
neccwOofELE	Bệnh viện Phong	Việt Nam/Hà Nam	
NEdysn3mT2t	Huyện Phú Hoà	Việt Nam/Phú Yên	
NEsrb9chlYM	Trung tâm Kiểm nghiệm Dược phẩm - Mỹ phẩm - Thực phẩm và Thiết bị y tế	Việt Nam/Thái Nguyên	
NeXtuqMuTFg	Trung tâm Pháp y	Việt Nam/Cao Bằng	
nFC7eeUBMkH	Quận Ô Môn	Việt Nam/Cần Thơ	
Nfof7LZ5Gqw	Bệnh viện Răng Hàm Mặt	Việt Nam/Đà Nẵng	
nfy3GqgYhOQ	Bệnh viện Mắt Quốc tế Sài Gòn Gia Lai	Việt Nam/Gia Lai	
nG7xrQRc7oj	Bệnh viện Giao thông Vận tải Tháp Chàm	Việt Nam/Ninh Thuận	
Ngk48liLVIg	Phòng khám ĐK Tân Dương	Việt Nam/Hải Phòng	
ngQrXnGjlbm	Bệnh viện Phổi	Việt Nam/Phú Thọ	
ngSs6GI49Ly	Chi cục ATVSTP	Việt Nam/Tiền Giang	
ngtPKQ3Bxnw	Trường Trung cấp Y tế	Việt Nam/Hà Giang	
NH8BBha7F7b	Bệnh viện đa khoa Châu Thành	Việt Nam/Bình Dương	
nHIVVAVTFQ4	Bệnh viện ĐKKV Cần Giuộc	Việt Nam/Long An	
nHjEsRckhnC	Chi cục An toàn vệ sinh thực phẩm 	Việt Nam/Kiên Giang	
nijDlritRPS	Bệnh viện An Phú	Việt Nam/Thái Nguyên	
nIXIDYzPrT5	Huyện Quảng Điền	Việt Nam/Thừa Thiên Huế	
NJJCMCu29S2	Bệnh viện Phổi	Việt Nam/Bình Thuận	
njUFwkorobV	Bệnh viện Tim Mạch	Việt Nam/An Giang	
nKDXSzMT1f8	BVĐK Bình An 	Việt Nam/Quảng Nam	
NKg0z4uTiRw	Bệnh viện Phụ Sản 	Việt Nam/Thái Bình	
nKi87RJVDKS	Sở Y Tế Cà Mau	Việt Nam/Cà Mau	
NKUM2Z8DK1M	Phòng Khám Đa Khoa Hà Nội - Phú Bình	Việt Nam/Thái Nguyên	
NLByHY8i9zP	Bệnh viện Tâm thần	Việt Nam/Điện Biên	
NlT4sSYSb06	Thị xã Hoàng Mai	Việt Nam/Nghệ An	
NlzwpV4rUaP	Bệnh viện đa khoa khu vực Triệu Hải	Việt Nam/Quảng Trị	
Nma1485uFQJ	Huyện Tháp Mười	Việt Nam/Đồng Tháp	
NMsA1k5wEa0	Chi Cục ATVSTP	Việt Nam/Vĩnh Long	
NmvAIB33DCY	Chi cục An toàn VSTP	Việt Nam/Lâm Đồng	
nmXF8qkudf3	Trung tâm Pháp y	Việt Nam/Đà Nẵng	
nn57dI3urIP	Trung tâm KN Dược - Mỹ phẩm	Việt Nam/Tiền Giang	
NN5O0k8tqYf	Văn phòng Bộ	Việt Nam/Các đơn vị thuộc Bộ	
nNqNxufaCli	Trung tâm Giám định Y khoa	Việt Nam/Điện Biên	
nO05fQb3qDo	Bệnh viện Đa khoa tỉnh Yên Bái	Việt Nam/Yên Bái	
NO89xOXAzGd	Huyện Cần Giờ	Việt Nam/Hồ Chí Minh	
nOmuA8QlNnI	Thành phố Phú Quốc	Việt Nam/Kiên Giang	
NoNfmDqfPpQ	Thị xã La Gi	Việt Nam/Bình Thuận	
NOT6OoHnIgM	Bệnh viện Mắt KTC Phương Nam	Việt Nam/Hồ Chí Minh	
NP7Ns0TeXSW	Trường Trung cấp Y Hà Nội	Việt Nam/Hà Nội	
NP82YkwLcdT	Phòng Khám Đa Khoa Minh Đức	Việt Nam/Thái Nguyên	
Np84IqgDka8	Thị xã Hương Thủy	Việt Nam/Thừa Thiên Huế	
NpAnzBAM6fg	Bệnh viện đa khoa Thái Bình Dương Hội An	Việt Nam/Quảng Nam	
nQLLJ9JR1Jw	Huyện Chiêm Hóa	Việt Nam/Tuyên Quang	
nR6wBWc6zmp	Sở Y tế	Việt Nam/Gia Lai	
